Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep,Misc/cost_gradient_norm,Misc/A,Misc/B,Misc/q,Misc/r,Misc/s,Misc/Lambda_star,Misc/Nu_star,Misc/OptimCase
-0.6186364889144897,63.150001525878906,1000.0,0.0,1.4187406301498413,0.00013370208034757525,10.0,0.9998192191123962,0.9998192191123962,0.9998192191123962,0.00012784544378519058,0.0,0.9998033046722412,20000.0,-0.0055734519846737385,-0.0055734519846737385,-1.678466787780053e-08,0.005614597350358963,0.005614597350358963,0.008124573156237602,3.17067289352417,3.17067289352417,-0.1613626927137375,54.23627471923828,40.328468322753906,13.906801223754883,54.23527145385742,368.76373291015625,1.030076503753662,0.3271431624889374,0.08716051280498505,0.01884910836815834,0.2719457149505615,1.0,0.11460208147764206,0.018121104687452316,-28434.1171875,0.01884910836815834,0.006104377098381519,0.051185738295316696,0.0,0.6250869631767273,0.0
-0.9414247274398804,75.7750015258789,1000.0,1.0,1.42721426486969,0.00012582588533405215,10.0,0.9996297955513,0.9996298551559448,0.9996298551559448,0.00026176002575084567,0.0,1.0084468126296997,40000.0,-0.008723990991711617,-0.003150539007037878,-1.2207030941624453e-08,0.0022652081679552794,-0.0033493891824036837,-0.002668038010597229,1.6445250511169434,-1.5261478424072266,1.1527683734893799,118.71365356445312,51.184513092041016,13.241327285766602,64.42584228515625,310.4344482421875,0.8548263907432556,0.33380722999572754,0.1167111024260521,0.027369946241378784,0.28007540106773376,1.0,0.16706320643424988,0.0269821435213089,-27960.255859375,0.027369946241378784,0.005979776382446289,0.09220583736896515,0.0,0.465731680393219,0.0
-1.004709243774414,59.119998931884766,1000.0,2.0,1.4344282150268555,0.00015574193093925714,10.0,1.0006877183914185,1.000687837600708,1.000687837600708,0.00048631842946633697,0.0,1.015671968460083,60000.0,-0.00888078287243843,-0.00015679188072681427,1.8692016823251834e-08,0.0031541583593934774,0.0008889501914381981,0.00034838466672226787,1.1612887382507324,-0.48323631286621094,2.2957754135131836,182.86378479003906,50.94127655029297,13.15532112121582,64.09659576416016,312.029052734375,0.7781277894973755,0.30444473028182983,0.13363324105739594,0.03303147479891777,0.30651935935020447,1.0,0.12842652201652527,0.03294043242931366,-24845.6015625,0.03303147479891777,0.0020654203835874796,0.04685630649328232,0.0,0.653327465057373,0.0
-1.0764254331588745,28.299999237060547,1000.0,3.0,1.4298802614212036,0.00014295575965661556,10.0,1.000798225402832,1.000798225402832,1.000798225402832,0.000564430607482791,0.0,1.0110834836959839,80000.0,-0.005951076280325651,0.0029297065921127796,1.0299681996173149e-08,0.0033817042130976915,0.0002275458537042141,-0.01066828053444624,1.0804064273834229,-0.08088231086730957,2.222123622894287,241.37742614746094,44.30436706542969,14.15152359008789,58.45589065551758,342.1383056640625,0.8744465112686157,0.320918470621109,0.1193503886461258,0.026155520230531693,0.2775861322879791,1.0,0.1350705474615097,0.025595320388674736,-172.97134399414062,0.026155520230531693,0.005938447080552578,0.06295108795166016,0.0,0.5636549592018127,0.0
-0.8773455619812012,32.13999938964844,1000.0,4.0,1.422951340675354,0.00015185409574769437,10.0,0.9991931915283203,0.9991931915283203,0.9991931915283203,0.0005705278599634767,0.0,1.0041271448135376,100000.0,-0.014362210407853127,-0.008411134127527475,1.0681151962899094e-08,0.004594988189637661,0.0012132839765399694,-0.0035053954925388098,0.854145348072052,-0.22626107931137085,1.9210489988327026,301.63958740234375,46.52861404418945,13.68355941772461,60.21217346191406,332.15875244140625,0.7597702741622925,0.3192727267742157,0.15379264950752258,0.03464697301387787,0.2798415422439575,1.0,0.14717446267604828,0.03238110989332199,-749.2733154296875,0.03464697301387787,-0.012416210025548935,0.06803688406944275,0.0,0.5421791076660156,0.0
-0.7025805115699768,31.520000457763672,1000.0,5.0,1.4279409646987915,0.0001798576267901808,10.0,0.9988877177238464,0.9988877177238464,0.9988877177238464,0.0007865163497626781,0.0,1.0093995332717896,120000.0,-0.0037082182243466377,0.010653992183506489,-1.4495848965623281e-08,0.005410246551036835,0.0008152583613991737,-0.011019183322787285,0.8232790231704712,-0.03086632490158081,1.7841156721115112,361.6440734863281,45.42543029785156,14.523107528686523,59.94853591918945,333.6194763183594,0.7903314828872681,0.27915799617767334,0.1650269478559494,0.03201925754547119,0.2602998912334442,1.0,0.12464965134859085,0.03148713707923889,-1289.4932861328125,0.03201925754547119,0.004188320599496365,0.03296623006463051,0.0,0.7788974642753601,0.0
-0.6533714532852173,19.8799991607666,1000.0,6.0,1.4274868965148926,0.00020891620079055429,10.0,0.9996812343597412,0.9996812343597412,0.9996812343597412,0.0002254013525089249,0.0,1.009063959121704,140000.0,-0.020323731005191803,-0.016615512780845165,-3.814697002724188e-09,0.003957055974751711,-0.0014531905762851238,-0.0622110590338707,0.5458176136016846,-0.2774614095687866,1.6342543363571167,418.99114990234375,42.169166564941406,15.139902114868164,57.3090705871582,348.9848937988281,0.6700926423072815,0.22152569890022278,0.16735607385635376,0.044541023671627045,0.3305896818637848,1.0,0.11794151365756989,0.04202551022171974,-839.6710815429688,0.044541023671627045,0.008861834183335304,0.031219102442264557,1.4923309087753296,0.0,3.0
-0.2190222293138504,24.239999771118164,1000.0,7.0,1.42072331905365,0.00023137392417993397,10.0,0.9983806014060974,0.9983806014060974,0.9983806014060974,0.0011451017344370484,0.0,1.002273678779602,160000.0,-0.019052330404520035,0.0012714006006717682,-1.3732909920349812e-08,0.005613325163722038,0.0016562691889703274,-0.07927870005369186,0.8803966641426086,0.3345790505409241,2.081836700439453,471.56146240234375,38.460811614990234,14.066518783569336,52.5273323059082,380.754150390625,0.7462416291236877,0.212633416056633,0.1601637899875641,0.0359145887196064,0.28493908047676086,1.0,0.12509581446647644,0.034937720745801926,-10.309234619140625,0.0359145887196064,0.007390905171632767,0.05591898038983345,1.3400485515594482,0.0,3.0
1.9104623794555664,37.880001068115234,1000.0,8.0,1.414681077003479,0.0001644954754738137,10.0,1.0003875494003296,1.0003875494003296,1.0003875494003296,0.0002740107011049986,0.0,0.9961819648742676,180000.0,-0.011581510305404663,0.007470820099115372,-4.730224389959403e-08,0.009755361825227737,0.004142036661505699,0.0751827210187912,1.6588090658187866,0.778412401676178,4.279732704162598,531.22607421875,44.62108612060547,15.007640838623047,59.628726959228516,335.4088134765625,0.8949729800224304,0.2992515563964844,0.14138874411582947,0.02496950887143612,0.24823836982250214,1.0,0.21680878102779388,0.024913365021348,-1661.6082763671875,0.02496950887143612,-0.002367553301155567,0.09983846545219421,0.0,0.4475752115249634,0.0
3.323404550552368,37.2400016784668,1000.0,9.0,1.4187884330749512,0.0001660307461861521,10.0,0.999803364276886,0.9998034238815308,0.9998034238815308,0.00013902840146329254,0.0,1.0007632970809937,200000.0,-0.008478480391204357,0.003103029914200306,1.602172794434864e-08,0.008512887172400951,-0.001242474652826786,0.02939709462225437,0.8847349882125854,-0.7740740776062012,4.609518051147461,586.7825317382812,41.35926055908203,14.160414695739746,55.519676208496094,360.232666015625,0.8551576733589172,0.2922327220439911,0.11934857070446014,0.027348747476935387,0.29944974184036255,1.0,0.17380230128765106,0.027308937162160873,-2347.694091796875,0.027348747476935387,0.0015938985161483288,0.06381425261497498,0.0,0.5598299503326416,0.0
