Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.6186364889144897,63.150001525878906,1000.0,0.0,1.414262294769287,0.0003654983011074364,10.0,1.000515341758728,1.000515341758728,1.000515341758728,0.000364429724868387,0.0,0.9953405261039734,20000.0,-0.01317531242966652,-0.01317531242966652,-1.678466787780053e-08,0.005614597350358963,0.005614597350358963,0.008124573156237602,3.17067289352417,3.17067289352417,-0.1613626927137375,55.98773956298828,42.80591583251953,13.180825233459473,55.98674392700195,357.2274169921875,1.0779681205749512,0.28084397315979004,0.08301921933889389,0.017211467027664185,0.26053088903427124,1.0,0.035999998450279236,0.035999998450279236,0.035999998450279236,0.0
0.05562581866979599,96.375,1000.0,1.0,1.4036630392074585,0.00040825933683663607,10.0,1.0001834630966187,1.0001834630966187,1.0001834630966187,0.00012964375491719693,0.0,0.9848577976226807,40000.0,-0.013659636490046978,-0.00048432406038045883,-7.629394005448376e-09,0.004894860554486513,-0.0007197367958724499,0.00856337696313858,2.6846725940704346,-0.48600029945373535,2.332768678665161,111.78724670410156,42.67226791381836,13.091117858886719,55.76338577270508,358.6582946777344,0.9602219462394714,0.2440153807401657,0.10867734253406525,0.021691348403692245,0.2541239559650421,1.0,0.07002285122871399,0.07002285122871399,0.07002285122871399,0.0
1.0728249549865723,107.86000061035156,1000.0,2.0,1.3999568223953247,0.00040963475476019084,10.0,0.9981720447540283,0.9981720447540283,0.9981720447540283,0.001292559551075101,0.0,0.9812292456626892,60000.0,-0.013759753666818142,-0.00010011717677116394,3.8146971692576415e-10,0.0076053026132285595,0.0027104420587420464,0.04975859448313713,3.075900077819824,0.39122748374938965,3.2552430629730225,167.78187561035156,42.61138916015625,13.344693183898926,55.956085205078125,357.42315673828125,1.0123584270477295,0.24646520614624023,0.0969846323132515,0.019514668732881546,0.24345646798610687,1.0,0.10439322888851166,0.10439322888851166,0.10439322888851166,0.0
2.8120410442352295,86.5199966430664,1000.0,3.0,1.3966883420944214,0.0003636039327830076,10.0,1.0005502700805664,1.0005502700805664,1.0005502700805664,0.0003891559026669711,0.0,0.9780537486076355,80000.0,-0.009735498577356339,0.0040242550894618034,8.583068478174027e-09,0.011058731935918331,0.0034534293226897717,0.07942451536655426,2.305337905883789,-0.7705621719360352,4.039559364318848,224.70603942871094,43.70033645629883,13.18482780456543,56.885162353515625,351.5855407714844,1.3585450649261475,0.277486115694046,0.06463153660297394,0.010836310684680939,0.20425240695476532,1.0,0.13880014419555664,0.13880014419555664,0.13880014419555664,0.0
4.552299499511719,67.77999877929688,1000.0,4.0,1.3962408304214478,0.00040727664600126445,10.0,0.9988970756530762,0.9988970756530762,0.9988970756530762,0.0007798571605235338,0.0,0.9776962399482727,100000.0,-0.014106432907283306,-0.004370934329926968,9.918212917625624e-09,0.010637123137712479,-0.0004216087982058525,0.16050688922405243,2.0223512649536133,-0.2829866409301758,3.846493721008301,279.9316711425781,42.05009460449219,13.142541885375977,55.19263458251953,362.3671875,1.0247628688812256,0.2513485848903656,0.09538621455430984,0.019045088440179825,0.2452748566865921,1.0,0.17237180471420288,0.17237180471420288,0.17237180471420288,0.0
6.530781269073486,52.18000030517578,1000.0,5.0,1.389567494392395,0.0004219038237351924,10.0,0.9988692402839661,0.9988692998886108,0.9988692998886108,0.0007995538180693984,0.0,0.9713422656059265,120000.0,-0.011531907133758068,0.002574525773525238,1.831054596834747e-08,0.009711392223834991,-0.0009257309138774872,0.26528429985046387,1.4162647724151611,-0.6060864925384521,4.490743160247803,335.3917236328125,42.25667190551758,13.170374870300293,55.42704391479492,360.8346862792969,1.1694139242172241,0.2520926296710968,0.09212833642959595,0.014624908566474915,0.21557174623012543,1.0,0.20429658889770508,0.20429658889770508,0.20429658889770508,0.0
9.038951873779297,59.779998779296875,1000.0,6.0,1.377531886100769,0.0004264295566827059,10.0,1.0011310577392578,1.0011310577392578,1.0011310577392578,0.0007997223874554038,0.0,0.9599272608757019,140000.0,-0.012576683424413204,-0.001044776290655136,-1.1444091896350983e-08,0.012574917636811733,0.002863525412976742,0.39926284551620483,1.749301791191101,0.33303701877593994,4.748755931854248,391.0186462402344,42.43214797973633,13.1627836227417,55.594932556152344,359.7450256347656,1.1133809089660645,0.2572893500328064,0.09209121763706207,0.016134005039930344,0.23108834028244019,1.0,0.23562151193618774,0.23562151193618774,0.23562151193618774,0.0
11.350546836853027,56.099998474121094,1000.0,7.0,1.3501745462417603,0.0004401574842631817,10.0,1.0007120370864868,1.0007121562957764,1.0007121562957764,0.0005035143112763762,0.0,0.934205949306488,160000.0,-0.012859645299613476,-0.0002829618752002716,-1.2969969986897922e-08,0.013308651745319366,0.0007337341085076332,0.5271811485290527,1.339449405670166,-0.40985238552093506,4.167207717895508,447.3457336425781,42.880409240722656,13.403630256652832,56.28403854370117,355.34051513671875,1.038822889328003,0.24262735247612,0.12790930271148682,0.018533043563365936,0.23355987668037415,1.0,0.2662689685821533,0.2662689685821533,0.2662689685821533,0.0
13.626731872558594,51.380001068115234,1000.0,8.0,1.322180151939392,0.00041083121323026717,10.0,1.0004342794418335,1.0004342794418335,1.0004342794418335,0.000307053851429373,0.0,0.9089142680168152,180000.0,-0.011813308112323284,0.0010463371872901917,-7.572173643666247e-08,0.01451805979013443,0.0012094080448150635,0.6942253112792969,1.3714501857757568,0.03200078010559082,4.24688720703125,503.885498046875,43.13496398925781,13.36478042602539,56.4997444152832,353.9839172363281,1.136147141456604,0.25315234065055847,0.11710178107023239,0.015493892133235931,0.22281651198863983,1.0,0.29605916142463684,0.29605916142463684,0.29605916142463684,0.0
15.575145721435547,61.459999084472656,1000.0,9.0,1.2969036102294922,0.00038590613985434175,10.0,0.9995787739753723,0.9995788335800171,0.9995788335800171,0.0002978658303618431,0.0,0.8872773051261902,200000.0,-0.011373702436685562,0.000439605675637722,-3.051757735406113e-09,0.016322987154126167,0.0018049273639917374,0.8299757838249207,1.5495685338974,0.17811834812164307,4.89901065826416,559.6248779296875,42.49665069580078,13.210758209228516,55.7074089050293,359.0186767578125,1.1677212715148926,0.2622185945510864,0.11348230391740799,0.014667337760329247,0.22455579042434692,1.0,0.3258986175060272,0.3258986175060272,0.3258986175060272,0.0
