Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep
-1.7766077518463135,18.649999618530273,1000.0,0.0,1.4176478385925293,0.00037150588468648493,10.0,0.999502956867218,0.9995030164718628,0.9995030164718628,0.0003514485142659396,0.0,0.998752772808075,20000.0,-0.012949921190738678,-0.012949921190738678,2.6702879907247734e-09,0.004192766267806292,0.004192766267806292,0.020459778606891632,76.17826080322266,67.78517150878906,8.392080307006836,76.17725372314453,262.5455627441406,1.0187779664993286,0.24652771651744843,0.11071979999542236,0.019269509240984917,0.24198374152183533,1.0
-1.3866389989852905,28.674999237060547,1000.0,1.0,1.4180961847305298,0.00044672092190012336,10.0,0.9996601939201355,0.9996601939201355,0.9996601939201355,0.00024026512983255088,0.0,0.9992654919624329,40000.0,-0.019614391028881073,-0.006664469838142395,6.103515470812226e-09,0.0015208502300083637,-0.002671916037797928,0.005679430440068245,151.78945922851562,67.33995819091797,8.230484962463379,75.57044219970703,264.6537170410156,0.6740115880966187,0.2011755406856537,0.19619683921337128,0.044024571776390076,0.29847490787506104,1.0
-0.6796166896820068,77.55999755859375,1000.0,2.0,1.4226202964782715,0.0004282646987121552,10.0,1.0005918741226196,1.0005919933319092,1.0005919933319092,0.00041849008994176984,0.0,1.0037785768508911,60000.0,-0.021194271743297577,-0.001579880714416504,6.103515470812226e-09,0.0018568328814581037,0.00033598265144973993,0.00895732082426548,226.2582244873047,65.60638427734375,8.83486270904541,74.44125366210938,268.6682434082031,0.6490873694419861,0.22170871496200562,0.2116045355796814,0.04747047275304794,0.3415698707103729,1.0
0.35374343395233154,113.81999969482422,1000.0,3.0,1.4179872274398804,0.000409513566410169,10.0,1.0003865957260132,1.0003865957260132,1.0003865957260132,0.00027328019496053457,0.0,0.9990827441215515,80000.0,-0.012881015427410603,0.008313256315886974,-3.051757735406113e-09,0.003808363573625684,0.0019515306921675801,0.032574865967035294,298.43377685546875,64.21605682373047,7.920358657836914,72.13641357421875,277.25250244140625,1.048933744430542,0.24604707956314087,0.1322050392627716,0.01817747764289379,0.2345687448978424,1.0
1.05817449092865,103.91999816894531,1000.0,4.0,1.4135770797729492,0.0004000569460913539,10.0,0.9999434351921082,0.9999434351921082,0.9999434351921082,4.001141132903285e-05,0.0,0.99466872215271,100000.0,-0.012879113666713238,1.9017606973648071e-06,1.525878801089675e-08,0.004972825292497873,0.0011644617188721895,0.05320074409246445,372.7347412109375,66.42053985595703,7.852046012878418,74.27259063720703,269.2783508300781,1.0613266229629517,0.24841651320457458,0.11737117916345596,0.017755448818206787,0.23406226933002472,1.0
1.8321551084518433,99.5199966430664,1000.0,5.0,1.4121547937393188,0.0003395292442291975,10.0,0.9994428753852844,0.9994429349899292,0.9994429349899292,0.0003939044545404613,0.0,0.9932677745819092,120000.0,-0.01238531619310379,0.0004937974736094475,3.051757735406113e-09,0.00923924334347248,0.0042664180509746075,0.09079574048519135,446.4756774902344,65.74029541015625,7.965968608856201,73.70626831054688,271.34735107421875,1.2250596284866333,0.28856638073921204,0.07085296511650085,0.013326472602784634,0.23555290699005127,1.0
2.9907641410827637,108.66000366210938,1000.0,6.0,1.4130104780197144,0.00034530978882685304,10.0,0.9990005493164062,0.9990005493164062,0.9990005493164062,0.0007067183614708483,0.0,0.9941449165344238,140000.0,-0.012805536389350891,-0.00042022019624710083,1.0681151962899094e-08,0.020081549882888794,0.010842306539416313,0.11890352517366409,522.9078369140625,68.34323120117188,8.061729431152344,76.40496063232422,261.76312255859375,1.0580655336380005,0.26502811908721924,0.10188789665699005,0.01786506548523903,0.2504836618900299,1.0
4.372101306915283,114.04000091552734,1000.0,7.0,1.409812569618225,0.00036751205334439874,10.0,0.9994404911994934,0.9994405508041382,0.9994405508041382,0.00039559032302349806,0.0,0.9910111427307129,160000.0,-0.011505032889544964,0.0013005034998059273,2.2888182460434336e-09,0.0278870090842247,0.007805459201335907,0.22794152796268463,596.47119140625,65.53655242919922,7.989406585693359,73.52595520019531,272.0127868652344,1.1826757192611694,0.27545276284217834,0.08309560269117355,0.014298757538199425,0.23290641605854034,1.0
6.185949325561523,113.19999694824219,1000.0,8.0,1.4012635946273804,0.0003761321713682264,10.0,1.0004091262817383,1.0004091262817383,1.0004091262817383,0.00028935217414982617,0.0,0.9825925827026367,180000.0,-0.011041776277124882,0.0004632566124200821,-3.8146971692576415e-10,0.028521079570055008,0.000634070485830307,0.2681868076324463,672.043701171875,67.37504577636719,8.163060188293457,75.53810119628906,264.76702880859375,1.3041753768920898,0.27781131863594055,0.08137253671884537,0.011758653447031975,0.21301685273647308,1.0
8.019652366638184,124.76000213623047,1000.0,9.0,1.396196722984314,0.0003656847693491727,10.0,0.9998061060905457,0.9998061060905457,0.9998061060905457,0.0001371177495457232,0.0,0.9777328372001648,200000.0,-0.01077473908662796,0.00026703719049692154,3.509521562250484e-08,0.04525737091898918,0.016736291348934174,0.40095460414886475,749.5828857421875,69.298095703125,8.212687492370605,77.51179504394531,258.0252380371094,1.309875249862671,0.2755257189273834,0.09237910062074661,0.011656541377305984,0.21034501492977142,1.0
