Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS
-0.6186364889144897,63.150001525878906,1000.0,0.0,1.4062575101852417,0.012556595727801323,40.0,1.0009379386901855,1.0009379386901855,1.0009379386901855,0.01757177896797657,0.0002899999963119626,0.9874053597450256,20000.0,-0.013987178914248943,-0.013987178914248943,-0.04316987097263336,0.004342734348028898,0.004342734348028898,0.008124573156237602,161.50987243652344,38.18334197998047,123.32551574707031,161.5088653564453,123.83221435546875
-0.29656919836997986,62.849998474121094,1000.0,1.0,1.3864049911499023,0.020895039662718773,35.0,0.9978679418563843,0.9978679418563843,0.9978679418563843,0.02135325036942959,0.0002800000074785203,0.96799635887146,40000.0,-0.020730717107653618,-0.0067435381934046745,0.05718689411878586,0.0030590395908802748,-0.0012836947571486235,0.001568953855894506,313.6102600097656,43.18916320800781,108.87922668457031,152.06838989257812,131.519775390625
0.37877216935157776,79.23999786376953,1000.0,2.0,1.364654302597046,0.02042592130601406,14.0,0.9984123706817627,0.9984123110771179,0.9984123110771179,0.020553676411509514,0.0002699999895412475,0.9472034573554993,60000.0,-0.013238458894193172,0.007492258213460445,0.17558756470680237,0.006494530942291021,0.0034354913514107466,0.023884659633040428,399.6939392089844,42.58050537109375,43.469173431396484,86.0496826171875,232.4238739013672
1.4425197839736938,96.73999786376953,1000.0,3.0,1.3348647356033325,0.02036411128938198,39.0,0.9973400831222534,0.9973400831222534,0.9973400831222534,0.02060452662408352,0.00026000000070780516,0.9194129705429077,80000.0,-0.01887640915811062,-0.005637950263917446,0.24010644853115082,0.006775425281375647,0.00028089433908462524,0.05952984467148781,567.3741455078125,42.26376724243164,125.38746643066406,167.6522216796875,119.2945785522461
2.4791200160980225,117.81999969482422,1000.0,4.0,1.307458758354187,0.021953975781798363,27.0,0.9987922310829163,0.9987921714782715,0.9987921714782715,0.020907584577798843,0.0002500000118743628,0.894535481929779,100000.0,-0.017886359244585037,0.0009900499135255814,0.2935274839401245,0.008117890916764736,0.0013424656353890896,0.11367949098348618,695.11328125,41.87859344482422,85.8265380859375,127.70613098144531,156.6095428466797
3.8658928871154785,91.16000366210938,1000.0,5.0,1.2757360935211182,0.0217165295034647,32.0,0.9999815821647644,0.9999815821647644,0.9999815821647644,0.02047649398446083,0.00023999999393709004,0.8666012287139893,120000.0,-0.021075503900647163,-0.003189144656062126,-0.3059958517551422,0.01006714440882206,0.0019492534920573235,0.17380616068840027,833.5614624023438,35.475120544433594,102.94500732421875,138.4201202392578,144.48765563964844
5.910550117492676,65.16000366210938,1000.0,6.0,1.258487582206726,0.021084100008010864,27.0,0.9978721737861633,0.9978721141815186,0.9978721141815186,0.019782856106758118,0.0002300000051036477,0.8517763018608093,140000.0,-0.020873229950666428,0.00020227394998073578,0.23412615060806274,0.014698412269353867,0.004631267860531807,0.3403795063495636,954.2903442382812,35.56795883178711,85.13296508789062,120.70092010498047,165.69882202148438
8.851441383361816,58.380001068115234,1000.0,7.0,1.2271254062652588,0.020631160587072372,24.0,1.0010231733322144,1.0010231733322144,1.0010231733322144,0.020645907148718834,0.00022000000171829015,0.8254823684692383,160000.0,-0.022038964554667473,-0.0011657346040010452,0.2840091586112976,0.014425364322960377,-0.00027304794639348984,0.3968469500541687,1069.29345703125,38.39167785644531,76.58546447753906,114.9771499633789,173.94761657714844
9.655069351196289,56.119998931884766,1000.0,8.0,1.2024011611938477,0.02048955298960209,27.0,0.9994876384735107,0.999487578868866,0.999487578868866,0.020254436880350113,0.0002099999983329326,0.8053335547447205,180000.0,-0.022819651290774345,-0.0007806867361068726,-0.25024235248565674,0.01627718098461628,0.0018518166616559029,0.444240540266037,1189.139892578125,36.51055908203125,83.31009674072266,119.82066345214844,166.91612243652344
10.401294708251953,67.18000030517578,1000.0,9.0,1.1713913679122925,0.02067003957927227,26.0,0.9983676075935364,0.9983676671981812,0.9983676671981812,0.020302385091781616,0.00019999999494757503,0.7807692885398865,200000.0,-0.022992795333266258,-0.00017314404249191284,-0.11442926526069641,0.016781432554125786,0.0005042515695095062,0.525486409664154,1314.874755859375,47.41293716430664,78.28694915771484,125.69989013671875,159.109130859375
10.84564208984375,65.44000244140625,1000.0,10.0,1.1514804363250732,0.0202346071600914,24.0,0.9979071021080017,0.9979071021080017,0.9979071021080017,0.019578879699110985,0.0001900000061141327,0.7654200792312622,220000.0,-0.023291805759072304,-0.00029901042580604553,-0.27097854018211365,0.014739134348928928,-0.0020422982051968575,0.6340566277503967,1434.615234375,47.235591888427734,72.47521209716797,119.71080017089844,167.06930541992188
12.728906631469727,63.52000045776367,1000.0,11.0,1.1328285932540894,0.020037639886140823,21.0,0.9962237477302551,0.9962238073348999,0.9962238073348999,0.018970854580402374,0.00018000000272877514,0.7513568997383118,240000.0,-0.021343590691685677,0.0019482150673866272,-0.20967057347297668,0.0183121245354414,0.0035729901865124702,0.8350414037704468,1546.1348876953125,47.424983978271484,64.05883026123047,111.48381042480469,179.3982391357422
14.278093338012695,72.9000015258789,1000.0,12.0,1.103733777999878,0.02025669440627098,24.0,0.9966862797737122,0.9966862797737122,0.9966862797737122,0.019671890884637833,0.00016999999934341758,0.729830265045166,260000.0,-0.023003846406936646,-0.001660255715250969,0.06018723547458649,0.01800622045993805,-0.0003059040755033493,0.900463879108429,1664.7840576171875,46.54772186279297,72.06746673583984,118.61518859863281,168.6124725341797
15.425965309143066,63.040000915527344,1000.0,13.0,1.081613302230835,0.020053807646036148,26.0,0.9959452152252197,0.9959452152252197,0.9959452152252197,0.019811032339930534,0.00015999999595806003,0.7139341831207275,280000.0,-0.02520778402686119,-0.0022039376199245453,-0.005654308944940567,0.019628221169114113,0.0016220007091760635,1.0420563220977783,1789.17529296875,46.27323913574219,78.07205963134766,124.34529876708984,160.84242248535156
15.558684349060059,51.439998626708984,1000.0,14.0,1.0588281154632568,0.020355259999632835,25.0,1.0002057552337646,1.0002058744430542,1.0002058744430542,0.02001377008855343,0.0001500000071246177,0.6979495286941528,300000.0,-0.024754883721470833,0.00045290030539035797,0.19853061437606812,0.01804671436548233,-0.0015815068036317825,1.0591998100280762,1920.843505859375,47.443634033203125,84.19752502441406,131.6411590576172,151.92816162109375
16.0321102142334,63.7400016784668,1000.0,15.0,1.0379382371902466,0.020669640973210335,30.0,0.9971435070037842,0.9971435070037842,0.9971435070037842,0.020744454115629196,0.00014000000373926014,0.6835662722587585,320000.0,-0.027386721223592758,-0.0026318375021219254,-0.20654228329658508,0.018530599772930145,0.00048388540744781494,1.2300043106079102,2056.214111328125,47.005470275878906,88.32717895507812,135.3326416015625,147.78399658203125
