Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.4026010036468506,79.5,1000.0,0.0,1.411456823348999,0.013353869318962097,40.0,0.9978880882263184,0.9978880286216736,0.9978880286216736,0.018081480637192726,0.0002899999963119626,0.9925504922866821,20000.0,-0.0150224007666111,-0.0150224007666111,-0.13091707229614258,0.004923870321363211,0.004923870321363211,0.031217511743307114,2.042858600616455,2.042858600616455,-0.118263378739357,208.5247344970703,55.07625198364258,153.44647216796875,208.52273559570312,95.91280364990234,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
0.05749760940670967,85.19999694824219,1000.0,1.0,1.3963500261306763,0.019904401153326035,40.0,0.9994978904724121,0.9994978904724121,0.9994978904724121,0.020932462066411972,0.0002800000074785203,0.9777222275733948,40000.0,-0.019438505172729492,-0.004416104406118393,-0.06715211272239685,0.004109677392989397,-0.0008141929283738136,0.010325517505407333,1.870866298675537,-0.17199230194091797,2.048449993133545,421.049560546875,59.048240661621094,153.43853759765625,212.4867706298828,94.12350463867188,0.07104741781949997,0.07104741781949997,0.07104741781949997,0.0
0.8079409599304199,86.41999816894531,1000.0,2.0,1.3726485967636108,0.020204098895192146,29.0,0.9987355470657349,0.9987354874610901,0.9987354874610901,0.02053646743297577,0.0002699999895412475,0.9547762274742126,60000.0,-0.01672849804162979,0.002710007131099701,-0.03807695209980011,0.0059335846453905106,0.0018239072524011135,0.044427540153265,2.3870010375976562,0.5161347389221191,1.5702131986618042,590.8553466796875,59.606449127197266,110.16256713867188,169.76901245117188,117.80712890625,0.10614275932312012,0.10614275932312012,0.10614275932312012,0.0
1.7649717330932617,121.80000305175781,1000.0,3.0,1.351320743560791,0.018548205494880676,40.0,1.0012718439102173,1.0012718439102173,1.0012718439102173,0.019987910985946655,0.00026000000070780516,0.9346336722373962,80000.0,-0.0225299634039402,-0.0058014653623104095,-0.3180059790611267,0.007956426590681076,0.0020228419452905655,0.059265244752168655,2.3744215965270996,-0.01257944107055664,3.86861515045166,802.6602172851562,60.02049255371094,151.75067138671875,211.7711639404297,94.44156646728516,0.14098946750164032,0.14098946750164032,0.14098946750164032,0.0
2.776451349258423,124.45999908447266,1000.0,4.0,1.3331598043441772,0.0211193785071373,33.0,0.9990006685256958,0.9990006685256958,0.9990006685256958,0.01998632773756981,0.0002500000118743628,0.9178143739700317,100000.0,-0.02406785450875759,-0.0015378911048173904,0.04259524866938591,0.009065598249435425,0.0011091716587543488,0.08511865884065628,2.2035601139068604,-0.17086148262023926,5.5173563957214355,987.868896484375,59.78715133666992,125.3853759765625,185.1725311279297,108.00738525390625,0.17605942487716675,0.17605942487716675,0.17605942487716675,0.0
3.6153883934020996,118.91999816894531,1000.0,5.0,1.3158340454101562,0.02143050916492939,33.0,1.0000296831130981,1.0000296831130981,1.0000296831130981,0.019948260858654976,0.00023999999393709004,0.9020413756370544,120000.0,-0.031416140496730804,-0.007348285987973213,0.0640084519982338,0.007666897960007191,-0.001398700289428234,0.14269126951694489,2.5732710361480713,0.36971092224121094,8.195612907409668,1176.581298828125,59.36330795288086,129.3115234375,188.67483520507812,106.00247955322266,0.2113460749387741,0.2113460749387741,0.2113460749387741,0.0
4.312692642211914,125.94000244140625,1000.0,6.0,1.3041307926177979,0.020632373169064522,32.0,1.0013550519943237,1.0013550519943237,1.0013550519943237,0.0200058463960886,0.0002300000051036477,0.8915469646453857,140000.0,-0.027738230302929878,0.003677910193800926,0.4855911135673523,0.00721314549446106,-0.00045375246554613113,0.2187570333480835,2.0045390129089355,-0.5687320232391357,7.653112411499023,1370.97900390625,55.69824981689453,138.6645050048828,194.36375427246094,102.89984130859375,0.24685758352279663,0.24685758352279663,0.24685758352279663,0.0
5.228445529937744,120.54000091552734,1000.0,7.0,1.2835514545440674,0.02098684385418892,30.0,1.0007561445236206,1.0007561445236206,1.0007561445236206,0.020381063222885132,0.00022000000171829015,0.8733968138694763,160000.0,-0.03377227857708931,-0.0060340482741594315,-0.21467764675617218,0.010060233063995838,0.0028470875695347786,0.2995327115058899,2.5568926334381104,0.5523536205291748,8.263739585876465,1554.2091064453125,54.02396774291992,129.16732788085938,183.1912841796875,109.17549896240234,0.2824828624725342,0.2824828624725342,0.2824828624725342,0.0
5.463804721832275,135.89999389648438,1000.0,8.0,1.266282558441162,0.0201424490660429,30.0,1.0017573833465576,1.0017573833465576,1.0017573833465576,0.019967002794146538,0.0002099999983329326,0.8584305644035339,180000.0,-0.04208328574895859,-0.008311007171869278,-0.16783949732780457,0.00770249217748642,-0.0023577408865094185,0.3339284360408783,2.3465194702148438,-0.2103731632232666,7.717164993286133,1736.4053955078125,53.58088684082031,128.5718994140625,182.1527862548828,109.79793548583984,0.31836777925491333,0.31836777925491333,0.31836777925491333,0.0
6.303606986999512,127.95999908447266,1000.0,9.0,1.2518236637115479,0.020425576716661453,22.0,1.0005497932434082,1.0005497932434082,1.0005497932434082,0.020003248006105423,0.00019999999494757503,0.8461214900016785,200000.0,-0.03440554067492485,0.007677745074033737,-0.2678447663784027,0.009740915149450302,0.0020384229719638824,0.41943955421447754,2.2810451984405518,-0.06547427177429199,10.0121431350708,1885.6298828125,54.11348342895508,95.07453155517578,149.18801879882812,134.05902099609375,0.3543649911880493,0.3543649911880493,0.3543649911880493,0.0
